Rk,League,Team,Pts,P,W,D,L,GF,GA,GD,Year_End
10,Ligue 1,Guingamp,49,38,15,4,19,41,55,-14,2015
11,Ligue 1,Nice,48,38,13,9,16,44,53,-9,2015
12,Ligue 1,Bastia,47,38,12,11,15,37,46,-9,2015
13,Ligue 1,Caen,46,38,12,10,16,54,55,-1,2015
14,Ligue 1,Nantes,45,38,11,12,15,29,40,-11,2015
15,Ligue 1,Stade de Reims,44,38,12,8,18,47,66,-19,2015
16,Ligue 1,Lorient,43,38,12,7,19,44,50,-6,2015
17,Ligue 1,Toulouse,42,38,12,6,20,43,64,-21,2015
18,Ligue 1,Evian TG,37,38,11,4,23,41,62,-21,2015
19,Ligue 1,Metz,30,38,7,9,22,31,61,-30,2015
20,Ligue 1,Lens,29,38,7,8,23,32,61,-29,2015
1,Ligue 1,Paris SG,96,38,30,6,2,102,19,83,2016
2,Ligue 1,Lyon,65,38,19,8,11,67,43,24,2016
3,Ligue 1,Monaco,65,38,17,14,7,57,50,7,2016
4,Ligue 1,Nice,63,38,18,9,11,58,41,17,2016
5,Ligue 1,Lille,60,38,15,15,8,39,27,12,2016
6,Ligue 1,Saint-Étienne,58,38,17,7,14,42,37,5,2016
7,Ligue 1,Caen,54,38,16,6,16,39,52,-13,2016
8,Ligue 1,Rennes,52,38,13,13,12,52,54,-2,2016
9,Ligue 1,Angers,50,38,13,11,14,40,38,2,2016
10,Ligue 1,Bastia,50,38,14,8,16,36,42,-6,2016
11,Ligue 1,Bordeaux,50,38,12,14,12,50,57,-7,2016
12,Ligue 1,Montpellier,49,38,14,7,17,49,47,2,2016
13,Ligue 1,Marseille,48,38,10,18,10,48,42,6,2016
14,Ligue 1,Nantes,48,38,12,12,14,33,44,-11,2016
15,Ligue 1,Lorient,46,38,11,13,14,47,58,-11,2016
16,Ligue 1,Guingamp,44,38,11,11,16,47,56,-9,2016
17,Ligue 1,Toulouse,40,38,9,13,16,45,55,-10,2016
18,Ligue 1,Stade de Reims,39,38,10,9,19,44,57,-13,2016
19,Ligue 1,GFC Ajaccio,37,38,8,13,17,37,58,-21,2016
20,Ligue 1,Troyes,18,38,3,9,26,28,83,-55,2016
1,Ligue 1,Monaco,95,38,30,5,3,107,31,76,2017
2,Ligue 1,Paris SG,87,38,27,6,5,83,27,56,2017
3,Ligue 1,Nice,78,38,22,12,4,63,36,27,2017
4,Ligue 1,Lyon,67,38,21,4,13,80,48,32,2017
5,Ligue 1,Marseille,62,38,17,11,10,57,41,16,2017
6,Ligue 1,Bordeaux,59,38,15,14,9,53,43,10,2017
7,Ligue 1,Nantes,51,38,14,9,15,40,54,-14,2017
8,Ligue 1,Saint-Étienne,50,38,12,14,12,41,42,-1,2017
9,Ligue 1,Rennes,50,38,12,14,12,36,42,-6,2017
10,Ligue 1,Guingamp,50,38,14,8,16,46,53,-7,2017
11,Ligue 1,Lille,46,38,13,7,18,40,47,-7,2017
12,Ligue 1,Angers,46,38,13,7,18,40,49,-9,2017
13,Ligue 1,Toulouse,44,38,10,14,14,37,41,-4,2017
14,Ligue 1,Metz,41,38,11,10,17,39,72,-33,2017
15,Ligue 1,Montpellier,39,38,10,9,19,48,66,-18,2017
16,Ligue 1,Dijon,37,38,8,13,17,46,58,-12,2017
17,Ligue 1,Caen,37,38,10,7,21,36,65,-29,2017
18,Ligue 1,Lorient,36,38,10,6,22,44,70,-26,2017
19,Ligue 1,Nancy,35,38,9,8,21,29,52,-23,2017
20,Ligue 1,Bastia,34,38,8,10,20,29,57,-28,2017
1,Ligue 1,Paris SG,93,38,29,6,3,108,29,79,2018
2,Ligue 1,Monaco,80,38,24,8,6,85,45,40,2018
3,Ligue 1,Lyon,78,38,23,9,6,87,43,44,2018
4,Ligue 1,Marseille,77,38,22,11,5,80,47,33,2018
5,Ligue 1,Rennes,58,38,16,10,12,50,44,6,2018
6,Ligue 1,Bordeaux,55,38,16,7,15,53,48,5,2018
7,Ligue 1,Saint-Étienne,55,38,15,10,13,47,50,-3,2018
8,Ligue 1,Nice,54,38,15,9,14,53,52,1,2018
9,Ligue 1,Nantes,52,38,14,10,14,36,41,-5,2018
10,Ligue 1,Montpellier,51,38,11,18,9,36,33,3,2018
11,Ligue 1,Dijon,48,38,13,9,16,55,73,-18,2018
12,Ligue 1,Guingamp,47,38,12,11,15,48,59,-11,2018
13,Ligue 1,Amiens SC,45,38,12,9,17,37,42,-5,2018
14,Ligue 1,Angers,41,38,9,14,15,42,52,-10,2018
15,Ligue 1,Strasbourg,38,38,9,11,18,44,67,-23,2018
16,Ligue 1,Caen,38,38,10,8,20,27,52,-25,2018
17,Ligue 1,Lille,38,38,10,8,20,41,67,-26,2018
18,Ligue 1,Toulouse,37,38,9,10,19,38,54,-16,2018
19,Ligue 1,Troyes,33,38,9,6,23,32,59,-27,2018
20,Ligue 1,Metz,26,38,6,8,24,34,76,-42,2018
1,Ligue 1,Paris SG,91,38,29,4,5,105,35,70,2019
2,Ligue 1,Lille,75,38,22,9,7,68,33,35,2019
3,Ligue 1,Lyon,72,38,21,9,8,70,47,23,2019
4,Ligue 1,Saint-Étienne,66,38,19,9,10,59,41,18,2019
5,Ligue 1,Marseille,61,38,18,7,13,60,52,8,2019
6,Ligue 1,Montpellier,59,38,15,14,9,53,42,11,2019
7,Ligue 1,Nice,56,38,15,11,12,30,35,-5,2019
8,Ligue 1,Stade de Reims,55,38,13,16,9,39,42,-3,2019
9,Ligue 1,Nimes,53,38,15,8,15,57,58,-1,2019
10,Ligue 1,Rennes,52,38,13,13,12,55,52,3,2019
11,Ligue 1,Strasbourg,49,38,11,16,11,58,48,10,2019
12,Ligue 1,Nantes,48,38,13,9,16,48,48,0,2019
13,Ligue 1,Angers,46,38,10,16,12,44,49,-5,2019
14,Ligue 1,Bordeaux,41,38,10,11,17,34,42,-8,2019
15,Ligue 1,Amiens SC,38,38,9,11,18,31,52,-21,2019
16,Ligue 1,Toulouse,38,38,8,14,16,35,57,-22,2019
17,Ligue 1,Monaco,36,38,8,12,18,38,57,-19,2019
18,Ligue 1,Dijon,34,38,9,7,22,31,60,-29,2019
19,Ligue 1,Caen,33,38,7,12,19,29,54,-25,2019
20,Ligue 1,Guingamp,27,38,5,12,21,28,68,-40,2019
1,Ligue 1,Paris SG,68,27,22,2,3,75,24,51,2020
2,Ligue 1,Marseille,56,28,16,8,4,41,29,12,2020
3,Ligue 1,Rennes,50,28,15,5,8,38,24,14,2020
4,Ligue 1,Lille,49,28,15,4,9,35,27,8,2020
5,Ligue 1,Nice,41,28,11,8,9,41,38,3,2020
6,Ligue 1,Stade de Reims,41,28,10,11,7,26,21,5,2020
7,Ligue 1,Montpellier,40,28,11,7,10,35,34,1,2020
8,Ligue 1,Monaco,40,28,11,7,10,44,44,0,2020
9,Ligue 1,Lyon,40,28,11,7,10,42,27,15,2020
10,Ligue 1,Angers,39,28,11,6,11,28,33,-5,2020
11,Ligue 1,Strasbourg,38,27,11,5,11,32,32,0,2020
12,Ligue 1,Bordeaux,37,28,9,10,9,40,34,6,2020
13,Ligue 1,Nantes,37,28,11,4,13,28,31,-3,2020
14,Ligue 1,Brest,34,28,8,10,10,34,37,-3,2020
15,Ligue 1,Metz,34,28,8,10,10,27,35,-8,2020
16,Ligue 1,Saint-Étienne,30,28,8,6,14,29,45,-16,2020
17,Ligue 1,Dijon,30,28,7,9,12,27,37,-10,2020
18,Ligue 1,Nimes,27,28,7,6,15,29,44,-15,2020
19,Ligue 1,Amiens SC,23,28,4,11,13,31,50,-19,2020
20,Ligue 1,Toulouse,13,28,3,4,21,22,58,-36,2020
1,Ligue 1,Lille,83,38,24,11,3,64,23,41,2021
2,Ligue 1,Paris SG,82,38,26,4,8,86,28,58,2021
3,Ligue 1,Monaco,78,38,24,6,8,76,42,34,2021
4,Ligue 1,Lyon,76,38,22,10,6,81,43,38,2021
5,Ligue 1,Marseille,60,38,16,12,10,54,47,7,2021
6,Ligue 1,Rennes,58,38,16,10,12,52,40,12,2021
7,Ligue 1,Lens,57,38,15,12,11,55,54,1,2021
8,Ligue 1,Montpellier,54,38,14,12,12,60,62,-2,2021
9,Ligue 1,Nice,52,38,15,7,16,50,53,-3,2021
10,Ligue 1,Metz,47,38,12,11,15,44,48,-4,2021
11,Ligue 1,Saint-Étienne,46,38,12,10,16,42,54,-12,2021
12,Ligue 1,Bordeaux,45,38,13,6,19,42,56,-14,2021
13,Ligue 1,Angers,44,38,12,8,18,40,58,-18,2021
14,Ligue 1,Stade de Reims,42,38,9,15,14,42,50,-8,2021
15,Ligue 1,Strasbourg,42,38,11,9,18,49,58,-9,2021
16,Ligue 1,Lorient,42,38,11,9,18,50,68,-18,2021
17,Ligue 1,Brest,41,38,11,8,19,50,66,-16,2021
18,Ligue 1,Nantes,40,38,9,13,16,47,55,-8,2021
19,Ligue 1,Nimes,35,38,9,8,21,40,71,-31,2021
20,Ligue 1,Dijon,21,38,4,9,25,25,73,-48,2021
1,Ligue 1,Paris SG,86,38,26,8,4,90,36,54,2022
2,Ligue 1,Marseille,71,38,21,8,9,63,38,25,2022
3,Ligue 1,Monaco,69,38,20,9,9,65,40,25,2022
4,Ligue 1,Rennes,66,38,20,6,12,82,40,42,2022
5,Ligue 1,Nice,66,38,20,7,11,52,36,16,2022
6,Ligue 1,Strasbourg,63,38,17,12,9,60,43,17,2022
7,Ligue 1,Lens,62,38,17,11,10,62,48,14,2022
8,Ligue 1,Lyon,61,38,17,11,10,66,51,15,2022
9,Ligue 1,Nantes,55,38,15,10,13,55,48,7,2022
10,Ligue 1,Lille,55,38,14,13,11,48,48,0,2022
11,Ligue 1,Brest,48,38,13,9,16,49,57,-8,2022
12,Ligue 1,Stade de Reims,46,38,11,13,14,43,44,-1,2022
13,Ligue 1,Montpellier,43,38,12,7,19,49,61,-12,2022
14,Ligue 1,Angers,41,38,10,11,17,44,55,-11,2022
15,Ligue 1,Troyes,38,38,9,11,18,37,53,-16,2022
16,Ligue 1,Lorient,36,38,8,12,18,35,63,-28,2022
17,Ligue 1,Clermont,36,38,9,9,20,38,69,-31,2022
18,Ligue 1,Saint-Étienne,32,38,7,11,20,42,77,-35,2022
19,Ligue 1,Metz,31,38,6,13,19,35,69,-34,2022
20,Ligue 1,Bordeaux,31,38,6,13,19,52,91,-39,2022
1,Ligue 1,Paris SG,85,38,27,4,7,89,40,49,2023
2,Ligue 1,Lens,84,38,25,9,4,68,29,39,2023
3,Ligue 1,Marseille,73,38,22,7,9,67,40,27,2023
4,Ligue 1,Rennes,68,38,21,5,12,69,39,30,2023
5,Ligue 1,Lille,67,38,19,10,9,65,44,21,2023
6,Ligue 1,Monaco,65,38,19,8,11,70,58,12,2023
7,Ligue 1,Lyon,62,38,18,8,12,65,47,18,2023
8,Ligue 1,Clermont,59,38,17,8,13,45,49,-4,2023
9,Ligue 1,Nice,58,38,15,13,10,48,37,11,2023
10,Ligue 1,Lorient,55,38,15,10,13,52,53,-1,2023
11,Ligue 1,Stade de Reims,51,38,12,15,11,45,45,0,2023
12,Ligue 1,Montpellier,50,38,15,5,18,65,62,3,2023
13,Ligue 1,Toulouse,48,38,13,9,16,51,57,-6,2023
14,Ligue 1,Brest,44,38,11,11,16,44,54,-10,2023
15,Ligue 1,Strasbourg,40,38,9,13,16,51,59,-8,2023
16,Ligue 1,Nantes,36,38,7,15,16,37,55,-18,2023
17,Ligue 1,Auxerre,35,38,8,11,19,35,63,-28,2023
18,Ligue 1,AC Ajaccio,26,38,7,5,26,23,74,-51,2023
19,Ligue 1,Troyes,24,38,4,12,22,45,81,-36,2023
20,Ligue 1,Angers,18,38,4,6,28,33,81,-48,2023
1,Süper Lig,Trabzonspor,81,38,23,12,3,69,36,33,2022
2,Süper Lig,Fenerbahçe,73,38,21,10,7,73,38,35,2022
3,Süper Lig,Konyaspor,68,38,20,8,10,66,45,21,2022
4,Süper Lig,Basaksehir,65,38,19,8,11,56,36,20,2022
5,Süper Lig,Alanyaspor,64,38,19,7,12,67,58,9,2022
6,Süper Lig,Besiktas,59,38,15,14,9,56,48,8,2022
7,Süper Lig,Antalyaspor,59,38,16,11,11,54,47,7,2022
8,Süper Lig,Karagumruk,57,38,16,9,13,47,52,-5,2022
9,Süper Lig,Adana Demirspor,55,38,15,10,13,60,47,13,2022
10,Süper Lig,Sivasspor,54,38,14,12,12,52,50,2,2022
11,Süper Lig,Kasimpasa,53,38,15,8,15,67,57,10,2022
12,Süper Lig,Hatayspor,53,38,15,8,15,56,60,-4,2022
13,Süper Lig,Galatasaray,52,38,14,10,14,51,53,-2,2022
14,Süper Lig,Kayserispor,47,38,12,11,15,54,61,-7,2022
15,Süper Lig,Gazisehir Gaziantep,46,38,12,10,16,48,56,-8,2022
16,Süper Lig,Giresunspor,45,38,12,9,17,41,47,-6,2022
17,Süper Lig,Caykur Rizespor,36,38,10,6,22,44,71,-27,2022
18,Süper Lig,Altay,34,38,9,7,22,39,57,-18,2022
19,Süper Lig,Goztepe,28,38,7,7,24,40,77,-37,2022
20,Süper Lig,Yeni Malatyaspor,20,38,5,5,28,27,71,-44,2022
1,Ligue 1,Lyon,68,38,19,11,8,63,41,22,2003
2,Ligue 1,Monaco,67,38,19,10,9,66,33,33,2003
3,Ligue 1,Marseille,65,38,19,8,11,41,36,5,2003
4,Ligue 1,Bordeaux,64,38,18,10,10,57,36,21,2003
5,Ligue 1,Sochaux,64,38,17,13,8,46,31,15,2003
6,Ligue 1,Auxerre,64,38,18,10,10,38,29,9,2003
7,Ligue 1,Guingamp,62,38,19,5,14,59,46,13,2003
8,Ligue 1,Lens,57,38,14,15,9,43,31,12,2003
9,Ligue 1,Nantes,56,38,16,8,14,37,39,-2,2003
10,Ligue 1,Nice,55,38,13,16,9,39,31,8,2003
11,Ligue 1,Paris SG,54,38,14,12,12,47,36,11,2003
12,Ligue 1,Bastia,47,38,12,11,15,40,48,-8,2003
13,Ligue 1,RC Strasbourg,45,38,11,12,15,40,54,-14,2003
14,Ligue 1,Lille,42,38,10,12,16,29,44,-15,2003
15,Ligue 1,Rennes,40,38,10,10,18,35,45,-10,2003
16,Ligue 1,Montpellier,40,38,10,10,18,37,54,-17,2003
17,Ligue 1,AC Ajaccio,39,38,9,12,17,29,49,-20,2003
18,Ligue 1,Le Havre,38,38,10,8,20,27,47,-20,2003
19,Ligue 1,CS Sedan,36,38,9,9,20,41,59,-18,2003
20,Ligue 1,Troyes,31,38,7,10,21,23,48,-25,2003
1,Ligue 1,Lyon,79,38,24,7,7,64,26,38,2004
2,Ligue 1,Paris SG,76,38,22,10,6,50,28,22,2004
3,Ligue 1,Monaco,75,38,21,12,5,59,30,29,2004
4,Ligue 1,Auxerre,65,38,19,8,11,60,34,26,2004
5,Ligue 1,Sochaux,63,38,18,9,11,54,42,12,2004
6,Ligue 1,Nantes,60,38,17,9,12,47,35,12,2004
7,Ligue 1,Marseille,57,38,17,6,15,51,45,6,2004
8,Ligue 1,Lens,53,38,15,8,15,34,48,-14,2004
9,Ligue 1,Rennes,52,38,14,10,14,56,44,12,2004
10,Ligue 1,Lille,51,38,14,9,15,41,41,0,2004
11,Ligue 1,Nice,50,38,11,17,10,42,39,3,2004
12,Ligue 1,Bordeaux,50,38,13,11,14,40,43,-3,2004
13,Ligue 1,RC Strasbourg,43,38,10,13,15,43,50,-7,2004
14,Ligue 1,Metz,42,38,11,9,18,34,42,-8,2004
15,Ligue 1,AC Ajaccio,40,38,10,10,18,33,55,-22,2004
16,Ligue 1,Bastia,39,38,9,12,17,33,49,-16,2004
17,Ligue 1,Toulouse,39,38,9,12,17,31,44,-13,2004
18,Ligue 1,Le Mans,38,38,9,11,18,35,57,-22,2004
19,Ligue 1,Guingamp,38,38,10,8,20,36,58,-22,2004
20,Ligue 1,Montpellier,31,38,8,7,23,41,74,-33,2004
1,Ligue 1,Lyon,79,38,22,13,3,56,22,34,2005
2,Ligue 1,Lille,67,38,18,13,7,52,29,23,2005
3,Ligue 1,Monaco,63,38,15,18,5,52,35,17,2005
4,Ligue 1,Rennes,55,38,15,10,13,49,42,7,2005
5,Ligue 1,Marseille,55,38,15,10,13,47,42,5,2005
6,Ligue 1,Saint-Étienne,53,38,12,17,9,47,34,13,2005
7,Ligue 1,Lens,52,38,13,13,12,45,39,6,2005
8,Ligue 1,Auxerre,52,38,14,10,14,48,47,1,2005
9,Ligue 1,Paris SG,51,38,12,15,11,40,41,-1,2005
10,Ligue 1,Sochaux,50,38,13,11,14,42,41,1,2005
11,Ligue 1,RC Strasbourg,48,38,12,12,14,42,43,-1,2005
12,Ligue 1,Nice,46,38,10,16,12,38,45,-7,2005
13,Ligue 1,Toulouse,46,38,12,10,16,36,43,-7,2005
14,Ligue 1,AC Ajaccio,45,38,10,15,13,36,40,-4,2005
15,Ligue 1,Bordeaux,44,38,8,20,10,37,41,-4,2005
16,Ligue 1,Metz,44,38,10,14,14,33,45,-12,2005
17,Ligue 1,Nantes,43,38,10,13,15,33,38,-5,2005
18,Ligue 1,Caen,42,38,10,12,16,36,60,-24,2005
19,Ligue 1,Bastia,41,38,11,8,19,32,48,-16,2005
20,Ligue 1,Istres FC,32,38,6,14,18,25,51,-26,2005
1,LaLiga,Real Madrid,78,38,22,12,4,86,42,44,2003
2,LaLiga,Real Sociedad,76,38,22,10,6,71,45,26,2003
3,LaLiga,Deportivo,72,38,22,6,10,67,47,20,2003
4,LaLiga,Celta de Vigo,61,38,17,10,11,45,36,9,2003
5,LaLiga,Valencia,60,38,17,9,12,56,35,21,2003
6,LaLiga,Barcelona,56,38,15,11,12,63,47,16,2003
7,LaLiga,Athletic,55,38,15,10,13,63,61,2,2003
8,LaLiga,Real Betis,54,38,14,12,12,56,53,3,2003
9,LaLiga,Mallorca,52,38,14,10,14,49,56,-7,2003
10,LaLiga,Sevilla,50,38,13,11,14,38,39,-1,2003
11,LaLiga,Atlético de Madrid,47,38,12,11,15,51,56,-5,2003
12,LaLiga,Osasuna,47,38,12,11,15,40,48,-8,2003
13,LaLiga,Valladolid,46,38,12,10,16,37,40,-3,2003
14,LaLiga,Málaga,46,38,11,13,14,44,49,-5,2003
15,LaLiga,Villarreal,45,38,11,12,15,44,53,-9,2003
16,LaLiga,Racing Santander,44,38,13,5,20,54,64,-10,2003
17,LaLiga,Espanyol,43,38,10,13,15,48,54,-6,2003
18,LaLiga,Recreativo,36,38,8,12,18,35,61,-26,2003
19,LaLiga,Alavés,35,38,8,11,19,38,68,-30,2003
20,LaLiga,Rayo Vallecano,32,38,7,11,20,31,62,-31,2003
1,LaLiga,Valencia,77,38,23,8,7,71,27,44,2004
2,LaLiga,Barcelona,72,38,21,9,8,63,39,24,2004
3,LaLiga,Deportivo,71,38,21,8,9,60,34,26,2004
4,LaLiga,Real Madrid,70,38,21,7,10,72,54,18,2004
5,LaLiga,Athletic,56,38,15,11,12,53,49,4,2004
6,LaLiga,Sevilla,55,38,15,10,13,56,45,11,2004
7,LaLiga,Atlético de Madrid,55,38,15,10,13,51,53,-2,2004
8,LaLiga,Villarreal,54,38,15,9,14,47,49,-2,2004
9,LaLiga,Real Betis,52,38,13,13,12,46,43,3,2004
10,LaLiga,Málaga,51,38,15,6,17,50,55,-5,2004
11,LaLiga,Mallorca,51,38,15,6,17,54,66,-12,2004
12,LaLiga,Real Zaragoza,48,38,13,9,16,46,55,-9,2004
13,LaLiga,Osasuna,48,38,11,15,12,38,37,1,2004
14,LaLiga,Albacete,47,38,13,8,17,40,48,-8,2004
15,LaLiga,Real Sociedad,46,38,11,13,14,49,53,-4,2004
16,LaLiga,Espanyol,43,38,13,4,21,48,64,-16,2004
17,LaLiga,Racing Santander,42,38,11,10,17,48,63,-15,2004
18,LaLiga,Valladolid,41,38,10,11,17,46,56,-10,2004
19,LaLiga,Celta de Vigo,39,38,9,12,17,48,68,-20,2004
20,LaLiga,Real Murcia,26,38,5,11,22,29,57,-28,2004
1,LaLiga,Barcelona,84,38,25,9,4,73,29,44,2005
2,LaLiga,Real Madrid,80,38,25,5,8,71,32,39,2005
3,LaLiga,Villarreal,65,38,18,11,9,69,37,32,2005
4,LaLiga,Real Betis,62,38,16,14,8,62,50,12,2005
5,LaLiga,Espanyol,61,38,17,10,11,54,46,8,2005
6,LaLiga,Sevilla,60,38,17,9,12,44,41,3,2005
7,LaLiga,Valencia,58,38,14,16,8,54,39,15,2005
8,LaLiga,Deportivo,51,38,12,15,11,46,50,-4,2005
9,LaLiga,Athletic,51,38,14,9,15,59,54,5,2005
10,LaLiga,Málaga,51,38,15,6,17,40,48,-8,2005
11,LaLiga,Atlético de Madrid,50,38,13,11,14,40,34,6,2005
12,LaLiga,Real Zaragoza,50,38,14,8,16,52,57,-5,2005
13,LaLiga,Getafe,47,38,12,11,15,38,46,-8,2005
14,LaLiga,Real Sociedad,47,38,13,8,17,47,56,-9,2005
15,LaLiga,Osasuna,46,38,12,10,16,46,65,-19,2005
16,LaLiga,Racing Santander,44,38,12,8,18,41,58,-17,2005
17,LaLiga,Mallorca,39,38,10,9,19,42,63,-21,2005
18,LaLiga,Levante,37,38,9,10,19,39,58,-19,2005
19,LaLiga,Numancia,29,38,6,11,21,30,61,-31,2005
20,LaLiga,Albacete,28,38,6,10,22,33,56,-23,2005
1,Serie A,Juventus,86,38,26,8,4,67,27,40,2005
2,Serie A,Milan,79,38,23,10,5,63,28,35,2005
3,Serie A,Internazionale,72,38,18,18,2,65,37,28,2005
4,Serie A,Udinese,62,38,17,11,10,56,40,16,2005
5,Serie A,Sampdoria,61,38,17,10,11,42,29,13,2005
6,Serie A,Palermo,53,38,12,17,9,48,44,4,2005
7,Serie A,F.C. Messina Peloro,48,38,12,12,14,44,52,-8,2005
8,Serie A,Roma,45,38,11,12,15,55,58,-3,2005
9,Serie A,Livorno 1915,45,38,11,12,15,49,60,-11,2005
10,Serie A,Lazio,44,38,11,11,16,48,53,-5,2005
11,Serie A,Lecce,44,38,10,14,14,66,73,-7,2005
12,Serie A,Cagliari,44,38,10,14,14,51,60,-9,2005
13,Serie A,Reggina,44,38,10,14,14,36,45,-9,2005
14,Serie A,AC Siena,43,38,9,16,13,44,55,-11,2005
15,Serie A,Chievo,43,38,11,10,17,32,49,-17,2005
16,Serie A,Fiorentina,42,38,9,15,14,42,50,-8,2005
17,Serie A,Bologna,42,38,9,15,14,33,36,-3,2005
18,Serie A,Parma,42,38,10,12,16,48,65,-17,2005
19,Serie A,Brescia,41,38,11,8,19,37,54,-17,2005
20,Serie A,Atalanta,35,38,8,11,19,34,45,-11,2005
